city,state_abbr,county,lat,lng,population,zips,building_count,tier,slug,label,city_state_slug,path,source,officefinder_code,incorporated,cdp,ranking,simplemaps_matched,is_new_candidate
Indianapolis,IN,Marion County,39.7684,-86.1581,1767321,46234 46237 46218 46219 46217 46214 46260 46268 46226 46225 46183 46231 46235 46236 46239 46254 46250 46208 46201 46203 46202 46205 46204 46206 46256 46259 46227 46224 46222 46221 46220 46229 46228 46113 46278 46241 46240 46207 46209 46230 46242 46244 46245 46247 46251 46253 46255 46262 46277 46282 46283 46285 46288 46298,1009,1,indianapolis,"Indianapolis, IN",indianapolis-in,/commercial-real-estate/IN/indianapolis/,rofo,,,,,true,
Lawrence,IN,Marion County,39.8674,-85.9904,49517,46216 46226 46235 46236 46249,0,3,lawrence,"Lawrence, IN",lawrence-in,/commercial-real-estate/IN/lawrence/,officefinder+simplemaps,2202,TRUE,FALSE,3,true,true
Mishawaka,IN,St. Joseph County,41.6742,-86.1666,51021,46544 46545 46530 46546,0,3,mishawaka,"Mishawaka, IN",mishawaka-in,/commercial-real-estate/IN/mishawaka/,officefinder+simplemaps,160,TRUE,FALSE,3,true,true
Plymouth,IN,Marshall County,41.3483,-86.3187,10664,46563,0,3,plymouth,"Plymouth, IN",plymouth-in,/commercial-real-estate/IN/plymouth/,officefinder+simplemaps,2399,TRUE,FALSE,3,true,true
Saint Joseph,IN,Vanderburgh County,38.0662,-87.647,,47720,0,3,saint-joseph,"Saint Joseph, IN",saint-joseph-in,/commercial-real-estate/IN/saint-joseph/,officefinder+simplemaps,2396,FALSE,FALSE,4,true,true
South Bend,IN,St. Joseph County,41.6767,-86.2696,279977,46616 46635 46628 46601 46613 46617 46619 46614 46615 46626 46634 46660 46680 46699,1,3,south-bend,"South Bend, IN",south-bend-in,/commercial-real-estate/IN/south-bend/,rofo,,,,,true,
Edwardsville,KS,Wyandotte County,39.0765,-94.8166,4724,66111 66113,0,3,edwardsville,"Edwardsville, KS",edwardsville-ks,/commercial-real-estate/KS/edwardsville/,officefinder+simplemaps,2608,TRUE,FALSE,3,true,true
Hutchinson,KS,Reno County,38.0671,-97.9081,39709,67502 67501,1,3,hutchinson,"Hutchinson, KS",hutchinson-ks,/commercial-real-estate/KS/hutchinson/,rofo,,,,,true,
Kansas City,KS,Wyandotte County,39.1235,-94.7443,155135,66101 66102 66103 66104 66105 66106 66109 66160 66112 66111 66115 66118 66110 66117 66119,0,2,kansas-city,"Kansas City, KS",kansas-city-ks,/commercial-real-estate/KS/kansas-city/,officefinder+simplemaps,1589,TRUE,FALSE,2,true,true
Leawood,KS,Johnson County,38.9075,-94.6258,33809,66211 66209 66206 66224,1,3,leawood,"Leawood, KS",leawood-ks,/commercial-real-estate/KS/leawood/,rofo,,,,,true,
Lenexa,KS,Johnson County,38.9609,-94.8018,58384,66214 66215 66219 66227 66220 66216 66250,0,3,lenexa,"Lenexa, KS",lenexa-ks,/commercial-real-estate/KS/lenexa/,officefinder+simplemaps,1806,TRUE,FALSE,3,true,true
Merriam,KS,Johnson County,39.0186,-94.6933,11085,66203 66202 66204,0,3,merriam,"Merriam, KS",merriam-ks,/commercial-real-estate/KS/merriam/,officefinder+simplemaps,1808,TRUE,FALSE,3,true,true
Mission,KS,Johnson County,39.027,-94.6568,9915,66202 66205 66222 66285,0,3,mission,"Mission, KS",mission-ks,/commercial-real-estate/KS/mission/,officefinder+simplemaps,1809,TRUE,FALSE,3,true,true
Overland Park,KS,Johnson County,38.887,-94.687,200306,66214 66210 66211 66212 66213 66221 66223 66209 66202 66207 66204 66013 66251 66085 66224 66201 66225 66276 66282 66283,3,3,overland-park,"Overland Park, KS",overland-park-ks,/commercial-real-estate/KS/overland-park/,rofo,,,,,true,
Roeland Park,KS,Johnson County,39.0359,-94.6374,6763,66205,0,3,roeland-park,"Roeland Park, KS",roeland-park-ks,/commercial-real-estate/KS/roeland-park/,officefinder+simplemaps,2299,TRUE,FALSE,3,true,true
Wichita,KS,Sedgwick County,37.6872,-97.3301,519036,67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278,451,2,wichita,"Wichita, KS",wichita-ks,/commercial-real-estate/KS/wichita/,rofo,,,,,true,
Erlanger,KY,Kenton County,39.0109,-84.5864,19875,41018 41017 41051,0,3,erlanger,"Erlanger, KY",erlanger-ky,/commercial-real-estate/KY/erlanger/,officefinder+simplemaps,433,TRUE,FALSE,3,true,true
Fort Mitchell,KY,Kenton County,39.046,-84.5562,8713,41011 41017,0,3,fort-mitchell,"Fort Mitchell, KY",fort-mitchell-ky,/commercial-real-estate/KY/fort-mitchell/,officefinder+simplemaps,1794,TRUE,FALSE,3,true,true
Fort Wright,KY,Kenton County,39.0463,-84.5362,5887,41011 41015 41017,0,3,fort-wright,"Fort Wright, KY",fort-wright-ky,/commercial-real-estate/KY/fort-wright/,officefinder+simplemaps,1792,TRUE,FALSE,3,true,true
Jeffersontown,KY,Jefferson County,38.2049,-85.5701,29199,40299 40220 40223 40224,0,3,jeffersontown,"Jeffersontown, KY",jeffersontown-ky,/commercial-real-estate/KY/jeffersontown/,officefinder+simplemaps,2381,TRUE,FALSE,3,true,true
Lexington,KY,Fayette County,38.0423,-84.4587,323725,40526 40509 40504 40502 40503 40508 40505 40507 40517 40536 40513 40511 40510 40516 40515 40514 40506 40512 40522 40523 40524 40533 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598,4,3,lexington,"Lexington, KY",lexington-ky,/commercial-real-estate/KY/lexington/,rofo,,,,,true,
Louisville,KY,Jefferson County,38.2527,-85.7585,988018,40245 40242 40241 40218 40219 40214 40216 40211 40213 40059 40291 40299 40220 40223 40222 40229 40228 40023 40272 40207 40209 40258 40118 40018 40027 40225 40261 40268 40269 40281,704,2,louisville,"Louisville, KY",louisville-ky,/commercial-real-estate/KY/louisville/,rofo,,,,,true,
Baton Rouge,LA,East Baton Rouge County,30.442,-91.1311,654357,70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70825 70819 70813 70812 70815 70814 70816 70804 70821 70822 70823 70827 70831 70833 70835 70873 70874 70891 70892 70893 70894 70895 70898,3,3,baton-rouge,"Baton Rouge, LA",baton-rouge-la,/commercial-real-estate/LA/baton-rouge/,rofo,,,,,true,
Harahan,LA,Jefferson County,29.9374,-90.2031,8904,70123,0,3,harahan,"Harahan, LA",harahan-la,/commercial-real-estate/LA/harahan/,officefinder+simplemaps,1979,TRUE,FALSE,3,true,true
Harvey,LA,Jefferson County,29.8876,-90.0666,20915,70058 70059 70060,1,3,harvey,"Harvey, LA",harvey-la,/commercial-real-estate/LA/harvey/,rofo,,,,,true,
Metairie,LA,Jefferson County,29.9977,-90.178,139729,70002 70003 70001 70006 70005 70004 70009 70010 70011 70033 70055,3,3,metairie,"Metairie, LA",metairie-la,/commercial-real-estate/LA/metairie/,rofo,,,,,true,
Monroe,LA,Ouachita County,32.5185,-92.0774,121132,71212 71209 71203 71202 71201 71207 71210 71213 71217,1,3,monroe,"Monroe, LA",monroe-la,/commercial-real-estate/LA/monroe/,rofo,,,,,true,
New Orleans,LA,Orleans County,30.0687,-89.9288,928503,70139 70130 70131 70148 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195,4,3,new-orleans,"New Orleans, LA",new-orleans-la,/commercial-real-estate/LA/new-orleans/,rofo,,,,,true,
Shreveport,LA,Caddo County,32.4653,-93.7955,276074,71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166,2,3,shreveport,"Shreveport, LA",shreveport-la,/commercial-real-estate/LA/shreveport/,rofo,,,,,true,
Acton,MA,Middlesex County,42.4843,-71.4378,24155,01718 01720,0,3,acton,"Acton, MA",acton-ma,/commercial-real-estate/MA/acton/,officefinder+simplemaps,1367,FALSE,FALSE,3,true,true
Agawam,MA,Hampden County,42.0657,-72.6526,28539,01030 01001,0,3,agawam,"Agawam, MA",agawam-ma,/commercial-real-estate/MA/agawam/,officefinder+simplemaps,1368,TRUE,FALSE,3,true,true
Andover,MA,Essex County,42.6466,-71.1651,36652,01810 01812 01899 05501,1,3,andover,"Andover, MA",andover-ma,/commercial-real-estate/MA/andover/,rofo,,,,,true,
Arlington,MA,Middlesex County,42.4187,-71.1639,46350,02476 02474 02475,0,3,arlington,"Arlington, MA",arlington-ma,/commercial-real-estate/MA/arlington/,officefinder+simplemaps,1370,FALSE,FALSE,2,true,true
Ashland,MA,Middlesex County,42.2573,-71.4687,18873,01721,0,3,ashland,"Ashland, MA",ashland-ma,/commercial-real-estate/MA/ashland/,officefinder+simplemaps,1371,FALSE,FALSE,3,true,true
Auburn,MA,Worcester County,42.1972,-71.8453,16970,01501,0,3,auburn,"Auburn, MA",auburn-ma,/commercial-real-estate/MA/auburn/,officefinder+simplemaps,1372,FALSE,FALSE,3,true,true
Avon,MA,Norfolk County,42.1267,-71.0492,4774,02322,0,3,avon,"Avon, MA",avon-ma,/commercial-real-estate/MA/avon/,officefinder+simplemaps,1373,FALSE,FALSE,3,true,true
Bedford,MA,Middlesex County,42.4969,-71.2783,14727,01730 01731,0,3,bedford,"Bedford, MA",bedford-ma,/commercial-real-estate/MA/bedford/,officefinder+simplemaps,1374,FALSE,FALSE,3,true,true
Bellingham,MA,Norfolk County,42.0777,-71.4741,17410,02019,0,3,bellingham,"Bellingham, MA",bellingham-ma,/commercial-real-estate/MA/bellingham/,officefinder+simplemaps,1375,FALSE,FALSE,3,true,true
Beverly,MA,Essex County,42.5681,-70.8627,42665,01965 01915,0,3,beverly,"Beverly, MA",beverly-ma,/commercial-real-estate/MA/beverly/,officefinder+simplemaps,1376,TRUE,FALSE,3,true,true
Billerica,MA,Middlesex County,42.5587,-71.2673,42003,01821 01862 01822 01865 01866,0,3,billerica,"Billerica, MA",billerica-ma,/commercial-real-estate/MA/billerica/,officefinder+simplemaps,1377,FALSE,FALSE,3,true,true
Boston,MA,Suffolk County,42.3601,-71.0589,4453352,02120 02121 02122 02124 02125 02126 02127 02128 02129 02210 02215 02467 02119 02118 02111 02110 02113 02115 02114 02116 02199 02134 02136 02135 02133 02132 02131 02130 02203 02205 02163 02108 02109 02112 02117 02123 02137 02196 02201 02206 02211 02212 02217 02222 02241 02283 02284 02293 02297 02298,1211,1,boston,"Boston, MA",boston-ma,/commercial-real-estate/MA/boston/,rofo,,,,,true,
Boxborough,MA,Middlesex County,42.4884,-71.5178,5496,01719,1,3,boxborough,"Boxborough, MA",boxborough-ma,/commercial-real-estate/MA/boxborough/,rofo,,,,,true,
Braintree,MA,Norfolk County,42.2039,-71.0022,38899,02184 02185,0,3,braintree,"Braintree, MA",braintree-ma,/commercial-real-estate/MA/braintree/,officefinder+simplemaps,2107,TRUE,FALSE,3,true,true
Brookline,MA,Norfolk County,42.3243,-71.1408,63266,02467 02446 02445 02447,1,3,brookline,"Brookline, MA",brookline-ma,/commercial-real-estate/MA/brookline/,rofo,,,,,true,
Burlington,MA,Middlesex County,42.5022,-71.2027,26274,01803 01805,1,3,burlington,"Burlington, MA",burlington-ma,/commercial-real-estate/MA/burlington/,rofo,,,,,true,
Cambridge,MA,Middlesex County,42.3736,-71.1097,118796,02142 02140 02141 02139 02138 02238 02477,363,2,cambridge,"Cambridge, MA",cambridge-ma,/commercial-real-estate/MA/cambridge/,rofo,,,,,true,
Canton,MA,Norfolk County,42.175,-71.1264,24748,02021,1,3,canton,"Canton, MA",canton-ma,/commercial-real-estate/MA/canton/,rofo,,,,,true,
Charlestown,MA,,,,,,1,3,charlestown,"Charlestown, MA",charlestown-ma,/commercial-real-estate/MA/charlestown/,rofo,,,,,false,
Concord,MA,Middlesex County,42.462,-71.3639,18223,01742 01731,1,3,concord,"Concord, MA",concord-ma,/commercial-real-estate/MA/concord/,rofo,,,,,true,
Dedham,MA,Norfolk County,42.2467,-71.1777,25237,02026 02027,1,3,dedham,"Dedham, MA",dedham-ma,/commercial-real-estate/MA/dedham/,rofo,,,,,true,
Dover,MA,Norfolk County,42.2366,-71.2842,5930,02030,0,3,dover,"Dover, MA",dover-ma,/commercial-real-estate/MA/dover/,officefinder+simplemaps,2078,FALSE,FALSE,4,true,true
Fall River,MA,Bristol County,41.7136,-71.1015,94082,02724 02723 02720 02721 02717 02790 02747 02722,0,3,fall-river,"Fall River, MA",fall-river-ma,/commercial-real-estate/MA/fall-river/,officefinder+simplemaps,1592,TRUE,FALSE,3,true,true
Framingham,MA,Middlesex County,42.3085,-71.4368,72399,01701 01702 01703 01704 01705,1,3,framingham,"Framingham, MA",framingham-ma,/commercial-real-estate/MA/framingham/,rofo,,,,,true,
Franklin,MA,Norfolk County,42.0862,-71.4113,33154,02038,0,3,franklin,"Franklin, MA",franklin-ma,/commercial-real-estate/MA/franklin/,officefinder+simplemaps,2464,TRUE,FALSE,3,true,true
Hanover,MA,Plymouth County,42.1224,-70.8566,14845,02339,0,3,hanover,"Hanover, MA",hanover-ma,/commercial-real-estate/MA/hanover/,officefinder+simplemaps,2590,FALSE,FALSE,3,true,true
Hingham,MA,Plymouth County,42.2176,-70.8854,24283,02043 02018 02044,1,3,hingham,"Hingham, MA",hingham-ma,/commercial-real-estate/MA/hingham/,rofo,,,,,true,
Holliston,MA,Middlesex County,42.1977,-71.445,15094,01746,0,3,holliston,"Holliston, MA",holliston-ma,/commercial-real-estate/MA/holliston/,officefinder+simplemaps,2076,FALSE,FALSE,3,true,true
Hudson,MA,Middlesex County,42.3887,-71.5465,20077,01749,0,3,hudson,"Hudson, MA",hudson-ma,/commercial-real-estate/MA/hudson/,officefinder+simplemaps,2460,FALSE,FALSE,3,true,true
Lowell,MA,Middlesex County,42.6389,-71.3217,118368,01851 01850 01852 01854 01853,0,2,lowell,"Lowell, MA",lowell-ma,/commercial-real-estate/MA/lowell/,officefinder+simplemaps,2323,TRUE,FALSE,2,true,true
Mansfield,MA,Bristol County,42.0163,-71.2187,23931,02048,0,3,mansfield,"Mansfield, MA",mansfield-ma,/commercial-real-estate/MA/mansfield/,officefinder+simplemaps,2108,FALSE,FALSE,3,true,true
Marlborough,MA,Middlesex County,42.3494,-71.5468,41647,01752,2,3,marlborough,"Marlborough, MA",marlborough-ma,/commercial-real-estate/MA/marlborough/,rofo,,,,,true,
Middleton,MA,Essex County,42.6043,-71.0164,9816,01949,1,3,middleton,"Middleton, MA",middleton-ma,/commercial-real-estate/MA/middleton/,rofo,,,,,true,
Milton,MA,Norfolk County,42.2412,-71.0844,28587,02186 02187,1,3,milton,"Milton, MA",milton-ma,/commercial-real-estate/MA/milton/,rofo,,,,,true,
Natick,MA,Middlesex County,42.2847,-71.3497,36873,01760,0,3,natick,"Natick, MA",natick-ma,/commercial-real-estate/MA/natick/,officefinder+simplemaps,442,FALSE,FALSE,3,true,true
Newton,MA,Middlesex County,42.3316,-71.2085,89044,02464 02466 02461 02462 02468 02465 02467 02460 02458 02459 02456 02495,1,3,newton,"Newton, MA",newton-ma,/commercial-real-estate/MA/newton/,rofo,,,,,true,
North Andover,MA,Essex County,42.6713,-71.0865,31490,01845,0,3,north-andover,"North Andover, MA",north-andover-ma,/commercial-real-estate/MA/north-andover/,officefinder+simplemaps,2613,FALSE,FALSE,3,true,true
Peabody,MA,Essex County,42.5335,-70.9725,54695,01960 01961,1,3,peabody,"Peabody, MA",peabody-ma,/commercial-real-estate/MA/peabody/,rofo,,,,,true,
Quincy,MA,Norfolk County,42.2506,-71.0187,102114,02169 02171 02170 02269,1,3,quincy,"Quincy, MA",quincy-ma,/commercial-real-estate/MA/quincy/,rofo,,,,,true,
Randolph,MA,Norfolk County,42.1778,-71.0539,34878,02368,0,3,randolph,"Randolph, MA",randolph-ma,/commercial-real-estate/MA/randolph/,officefinder+simplemaps,2458,TRUE,FALSE,3,true,true
Rockland,MA,Plymouth County,42.1295,-70.91,17701,02370,0,3,rockland,"Rockland, MA",rockland-ma,/commercial-real-estate/MA/rockland/,officefinder+simplemaps,2462,FALSE,FALSE,3,true,true
Salem,MA,Essex County,42.5129,-70.9021,44795,01970 01971,0,3,salem,"Salem, MA",salem-ma,/commercial-real-estate/MA/salem/,officefinder+simplemaps,2463,TRUE,FALSE,2,true,true
Sherborn,MA,Middlesex County,42.2342,-71.3753,4427,01770,0,3,sherborn,"Sherborn, MA",sherborn-ma,/commercial-real-estate/MA/sherborn/,officefinder+simplemaps,2075,FALSE,FALSE,4,true,true
Somerville,MA,Middlesex County,42.3908,-71.1014,81036,02144 02145 02143,1,3,somerville,"Somerville, MA",somerville-ma,/commercial-real-estate/MA/somerville/,rofo,,,,,true,
Southborough,MA,Worcester County,42.3012,-71.5297,10493,01745 01772,0,3,southborough,"Southborough, MA",southborough-ma,/commercial-real-estate/MA/southborough/,officefinder+simplemaps,2072,FALSE,FALSE,3,true,true
Sudbury,MA,Middlesex County,42.3847,-71.4234,19306,01776,0,3,sudbury,"Sudbury, MA",sudbury-ma,/commercial-real-estate/MA/sudbury/,officefinder+simplemaps,2077,FALSE,FALSE,3,true,true
Wakefield,MA,Middlesex County,42.5035,-71.0656,27793,01880,1,3,wakefield,"Wakefield, MA",wakefield-ma,/commercial-real-estate/MA/wakefield/,rofo,,,,,true,
Waltham,MA,Middlesex County,42.3889,-71.2423,64902,02453 02451 02452 02454 02455,1,3,waltham,"Waltham, MA",waltham-ma,/commercial-real-estate/MA/waltham/,rofo,,,,,true,
Wayland,MA,Middlesex County,42.3586,-71.3594,13914,01778,0,3,wayland,"Wayland, MA",wayland-ma,/commercial-real-estate/MA/wayland/,officefinder+simplemaps,2074,FALSE,FALSE,3,true,true
Wellesley,MA,Norfolk County,42.3043,-71.2855,30347,02482 02481 02457,0,3,wellesley,"Wellesley, MA",wellesley-ma,/commercial-real-estate/MA/wellesley/,officefinder+simplemaps,2070,FALSE,FALSE,3,true,true
Westborough,MA,Worcester County,42.2681,-71.614,21944,01581,0,3,westborough,"Westborough, MA",westborough-ma,/commercial-real-estate/MA/westborough/,officefinder+simplemaps,2071,FALSE,FALSE,3,true,true
Weston,MA,Middlesex County,42.3589,-71.3001,11579,02493,0,3,weston,"Weston, MA",weston-ma,/commercial-real-estate/MA/weston/,officefinder+simplemaps,2073,FALSE,FALSE,3,true,true
Annapolis,MD,Anne Arundel County,38.9706,-76.5047,40720,21401 21403 21404 21411,2,3,annapolis,"Annapolis, MD",annapolis-md,/commercial-real-estate/MD/annapolis/,rofo,,,,,true,
Baltimore,MD,Baltimore City County,39.2904,-76.6122,2201673,21218 21211 21210 21213 21212 21215 21214 21217 21216 21233 21231 21230 21239 21251 21209 21202 21206 21207 21205 21287 21223 21226 21201 21224 21225 21229 21203 21263 21264 21270 21273 21275 21278 21279 21281 21290 21297 21298,954,2,baltimore,"Baltimore, MD",baltimore-md,/commercial-real-estate/MD/baltimore/,rofo,,,,,true,
Bethesda,MD,Montgomery County,38.9866,-77.1188,69397,20892 20894 20814 20815 20816 20817 20889 20810 20811 20824,2,3,bethesda,"Bethesda, MD",bethesda-md,/commercial-real-estate/MD/bethesda/,rofo,,,,,true,
Bowie,MD,Prince George's County,38.9549,-76.7406,57926,20720 20721 20716 20715 20717 20718 20719,1,3,bowie,"Bowie, MD",bowie-md,/commercial-real-estate/MD/bowie/,rofo,,,,,true,
Cheverly,MD,Prince George's County,38.9254,-76.9141,6096,20785,0,3,cheverly,"Cheverly, MD",cheverly-md,/commercial-real-estate/MD/cheverly/,officefinder+simplemaps,1428,TRUE,FALSE,3,true,true
Chevy Chase,MD,Montgomery County,38.9944,-77.0738,9445,20814 20815 20825,1,3,chevy-chase,"Chevy Chase, MD",chevy-chase-md,/commercial-real-estate/MD/chevy-chase/,rofo,,,,,true,
College Park,MD,Prince George's County,38.996,-76.9337,34540,20742 20740 20741,0,3,college-park,"College Park, MD",college-park-md,/commercial-real-estate/MD/college-park/,officefinder+simplemaps,1420,TRUE,FALSE,2,true,true
Columbia,MD,Howard County,39.2004,-76.859,104338,21044 21045 21046 21029 20588 21150,3,3,columbia,"Columbia, MD",columbia-md,/commercial-real-estate/MD/columbia/,rofo,,,,,true,
Elkridge,MD,Howard County,39.1941,-76.7428,26283,21075 21076,2,3,elkridge,"Elkridge, MD",elkridge-md,/commercial-real-estate/MD/elkridge/,rofo,,,,,true,
Frederick,MD,Frederick County,39.4337,-77.4141,195161,21705 21702 21701 21709,1,3,frederick,"Frederick, MD",frederick-md,/commercial-real-estate/MD/frederick/,rofo,,,,,true,
Fulton,MD,Howard County,39.1516,-76.9163,5677,20723 20759,1,3,fulton,"Fulton, MD",fulton-md,/commercial-real-estate/MD/fulton/,rofo,,,,,true,
Gaithersburg,MD,Montgomery County,39.1346,-77.2131,69825,20878 20899 20879 20877 20884 20885 20898,1,3,gaithersburg,"Gaithersburg, MD",gaithersburg-md,/commercial-real-estate/MD/gaithersburg/,rofo,,,,,true,
Germantown,MD,Montgomery County,39.1755,-77.2643,90719,20876 20874 20875,1,3,germantown,"Germantown, MD",germantown-md,/commercial-real-estate/MD/germantown/,rofo,,,,,true,
Greenbelt,MD,Prince George's County,38.9953,-76.8885,24678,20770 20768,0,3,greenbelt,"Greenbelt, MD",greenbelt-md,/commercial-real-estate/MD/greenbelt/,officefinder+simplemaps,1421,TRUE,FALSE,3,true,true
Hanover,MD,Howard County,39.1929,-76.7241,,21076,0,3,hanover,"Hanover, MD",hanover-md,/commercial-real-estate/MD/hanover/,officefinder+simplemaps,757,FALSE,FALSE,4,true,true
Hunt Valley,MD,Baltimore County,39.4998,-76.6411,,21030,1,3,hunt-valley,"Hunt Valley, MD",hunt-valley-md,/commercial-real-estate/MD/hunt-valley/,rofo,,,,,true,
Hyattsville,MD,Prince George's County,38.9613,-76.9548,20966,20781 20782 20788,0,3,hyattsville,"Hyattsville, MD",hyattsville-md,/commercial-real-estate/MD/hyattsville/,officefinder+simplemaps,1422,TRUE,FALSE,2,true,true
Kensington,MD,Montgomery County,39.0269,-77.0736,2369,20895 20891,0,3,kensington,"Kensington, MD",kensington-md,/commercial-real-estate/MD/kensington/,officefinder+simplemaps,1423,TRUE,FALSE,3,true,true
National Harbor,MD,Prince George's County,38.7876,-77.0113,4454,20745,1,3,national-harbor,"National Harbor, MD",national-harbor-md,/commercial-real-estate/MD/national-harbor/,rofo,,,,,true,
Pikesville,MD,Baltimore County,39.3893,-76.702,33524,21153 21208 21209 21022 21282,1,3,pikesville,"Pikesville, MD",pikesville-md,/commercial-real-estate/MD/pikesville/,rofo,,,,,true,
